1.00000e+00	-1.91494e-01
9.98085e-01	-3.82988e-01
9.94255e-01	-5.74115e-01
9.88514e-01	-7.64508e-01
9.80869e-01	-9.53803e-01
9.71331e-01	-1.14163e+00
9.59915e-01	-1.32764e+00
9.46638e-01	-1.51145e+00
9.31524e-01	-1.69273e+00
9.14596e-01	-1.87111e+00
8.95885e-01	-2.04625e+00
8.75423e-01	-2.21781e+00
8.53245e-01	-2.38544e+00
8.29390e-01	-2.54884e+00
8.03902e-01	-2.70766e+00
7.76825e-01	-2.86160e+00
7.48209e-01	-3.01036e+00
7.18106e-01	-3.15364e+00
6.86569e-01	-3.29115e+00
6.53658e-01	-3.42262e+00
6.19432e-01	-3.54779e+00
5.83954e-01	-3.66641e+00
5.47290e-01	-3.77823e+00
5.09507e-01	-3.88304e+00
4.70677e-01	-3.98060e+00
4.30871e-01	-4.07074e+00
3.90164e-01	-4.15325e+00
3.48631e-01	-4.22796e+00
3.06352e-01	-4.29472e+00
2.63404e-01	-4.35338e+00
2.19870e-01	-4.40382e+00
1.75832e-01	-4.44593e+00
1.31373e-01	-4.47960e+00
8.65770e-02	-4.50476e+00
4.15294e-02	-4.52133e+00
-3.68395e-03	-4.52929e+00
-4.89768e-02	-4.52858e+00
-9.42626e-02	-4.51920e+00
-1.39455e-01	-4.50115e+00
-1.84466e-01	-4.47445e+00
-2.29211e-01	-4.43912e+00
-2.73602e-01	-4.39523e+00
-3.17554e-01	-4.34284e+00
-3.60983e-01	-4.28203e+00
-4.03803e-01	-4.21290e+00
-4.45932e-01	-4.13558e+00
-4.87288e-01	-4.05018e+00
-5.27790e-01	-3.95687e+00
-5.67358e-01	-3.85580e+00
-6.05916e-01	-3.74716e+00
-6.43388e-01	-3.63113e+00
-6.79699e-01	-3.50792e+00
-7.14778e-01	-3.37777e+00
-7.48556e-01	-3.24089e+00
-7.80965e-01	-3.09755e+00
-8.11940e-01	-2.94800e+00
-8.41420e-01	-2.79251e+00
-8.69345e-01	-2.63139e+00
-8.95659e-01	-2.46491e+00
-9.20308e-01	-2.29340e+00
-9.43242e-01	-2.11717e+00
-9.64414e-01	-1.93654e+00
-9.83780e-01	-1.75186e+00
-1.00130e+00	-1.56347e+00
-1.01693e+00	-1.37173e+00
-1.03065e+00	-1.17700e+00
-1.04242e+00	-9.79633e-01
-1.05222e+00	-7.80016e-01
-1.06002e+00	-5.78523e-01
-1.06580e+00	-3.75537e-01
-1.06956e+00	-1.71442e-01
-1.07127e+00	3.33713e-02
-1.07094e+00	2.38513e-01
-1.06855e+00	4.43591e-01
-1.06412e+00	6.48212e-01
-1.05763e+00	8.51984e-01
-1.04912e+00	1.05451e+00
-1.03857e+00	1.25541e+00
-1.02602e+00	1.45429e+00
-1.01147e+00	1.65077e+00
-9.94965e-01	1.84446e+00
-9.76521e-01	2.03499e+00
-9.56171e-01	2.22199e+00
-9.33951e-01	2.40509e+00
-9.09900e-01	2.58393e+00
-8.84061e-01	2.75817e+00
-8.56479e-01	2.92747e+00
-8.27204e-01	3.09148e+00
-7.96289e-01	3.24988e+00
-7.63791e-01	3.40236e+00
-7.29767e-01	3.54863e+00
-6.94281e-01	3.68837e+00
-6.57397e-01	3.82132e+00
-6.19184e-01	3.94721e+00
-5.79712e-01	4.06578e+00
-5.39054e-01	4.17679e+00
-4.97286e-01	4.28002e+00
-4.54486e-01	4.37524e+00
-4.10733e-01	4.46227e+00
-3.66111e-01	4.54093e+00
-3.20701e-01	4.61104e+00
-2.74591e-01	4.67245e+00
-2.27867e-01	4.72503e+00
-1.80616e-01	4.76866e+00
-1.32930e-01	4.80325e+00
-8.48971e-02	4.82871e+00
-3.66100e-02	4.84496e+00
1.18396e-02	4.85197e+00
6.03594e-02	4.84971e+00
1.08856e-01	4.83815e+00
1.57238e-01	4.81730e+00
2.05411e-01	4.78719e+00
2.53283e-01	4.74786e+00
3.00762e-01	4.69936e+00
3.47755e-01	4.64176e+00
3.94173e-01	4.57517e+00
4.39924e-01	4.49969e+00
4.84921e-01	4.41545e+00
5.29076e-01	4.32259e+00
5.72302e-01	4.22127e+00
6.14514e-01	4.11168e+00
6.55631e-01	3.99400e+00
6.95571e-01	3.86845e+00
7.34256e-01	3.73526e+00
7.71608e-01	3.59465e+00
8.07555e-01	3.44689e+00
8.42024e-01	3.29225e+00
8.74946e-01	3.13101e+00
9.06256e-01	2.96346e+00
9.35891e-01	2.78992e+00
9.63790e-01	2.61070e+00
9.89897e-01	2.42614e+00
1.01416e+00	2.23658e+00
1.03652e+00	2.04238e+00
1.05695e+00	1.84389e+00
1.07539e+00	1.64149e+00
1.09180e+00	1.43556e+00
1.10616e+00	1.22649e+00
1.11842e+00	1.01467e+00
1.12857e+00	8.00495e-01
1.13657e+00	5.84381e-01
1.14242e+00	3.66735e-01
1.14609e+00	1.47969e-01
1.14757e+00	-7.14995e-02
1.14685e+00	-2.91251e-01
1.14394e+00	-5.10866e-01
1.13883e+00	-7.29923e-01
1.13153e+00	-9.48001e-01
1.12205e+00	-1.16468e+00
